base_name,mask_label,nadh_intensity_mean,nadh_intensity_stdev,nadh_a1_mean,nadh_a1_stdev,nadh_a1_intensity_weighted_mean,nadh_a1_intensity_weighted_stdev,nadh_a2_mean,nadh_a2_stdev,nadh_a2_intensity_weighted_mean,nadh_a2_intensity_weighted_stdev,nadh_t1_mean,nadh_t1_stdev,nadh_t1_intensity_weighted_mean,nadh_t1_intensity_weighted_stdev,nadh_t2_mean,nadh_t2_stdev,nadh_t2_intensity_weighted_mean,nadh_t2_intensity_weighted_stdev,nadh_tau_mean_mean,nadh_tau_mean_stdev,nadh_tau_mean_intensity_weighted_mean,nadh_tau_mean_intensity_weighted_stdev,fad_intensity_mean,fad_intensity_stdev,fad_a1_mean,fad_a1_stdev,fad_a1_intensity_weighted_mean,fad_a1_intensity_weighted_stdev,fad_a2_mean,fad_a2_stdev,fad_a2_intensity_weighted_mean,fad_a2_intensity_weighted_stdev,fad_t1_mean,fad_t1_stdev,fad_t1_intensity_weighted_mean,fad_t1_intensity_weighted_stdev,fad_t2_mean,fad_t2_stdev,fad_t2_intensity_weighted_mean,fad_t2_intensity_weighted_stdev,fad_tau_mean_mean,fad_tau_mean_stdev,fad_tau_mean_intensity_weighted_mean,fad_tau_mean_intensity_weighted_stdev,redox_ratio_mean,redox_ratio_stdev,redox_ratio_norm_mean,redox_ratio_norm_stdev,flirr_mean,flirr_stdev,set_base_name,analyzed_by,cancer,cell_line,cell_type,date,dish,dye,experiment,fad_a1,fad_a2,fad_image_number,fad_photons,fad_t1,fad_t2,filter_cube,mask_cell,mask_cytoplasm,mask_nuclei,media,nadh_a1,nadh_a2,nadh_image_number,nadh_photons,nadh_t1,nadh_t2,objective,reanalyzed_by,resolution,treatment
HPDE_2DG_10_26,26.0,340.21812080536915,202.84714070064769,65.76848557046979,4.979971001892594,65.84005809636534,4.503073870922989,34.2315144295302,4.979971001892594,34.15994190363466,4.503073870922989,311.6929362416107,80.88492708825987,301.6973643142477,71.45334968896348,2452.681912751678,430.3418679929756,2369.2901936183853,384.16085142232606,1035.477102407879,174.4111332103386,999.430656948241,145.8565969527656,88.78523489932886,50.49872930269071,77.58171040268458,2.662711921501311,77.61644837478268,2.452450880049676,22.41828959731544,2.6627119215013115,22.38355162521733,2.452450880049677,144.6164513422819,33.34706504851686,147.43726264645855,29.492343923059675,1819.6448322147653,229.78145227484225,1848.520571849724,211.6307729531844,516.937863900107,66.096587237999,525.4844164929851,59.15455754797074,3.908123319866544,1.5564863874263803,0.7748009073462964,0.0742919569186706,0.4421978183378467,0.0696380025994203,HPDE_2DG_10,,,,,,,,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t2.asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cells.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cyto.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_nuclei.tiff,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t2.asc,,,"(256, 256)",
HPDE_2DG_10_27,27.0,281.2064128256513,175.32812490219973,66.7360120240481,5.996792492562455,66.79927762788444,5.165625328266135,33.263987975951906,5.996792492562455,33.200722372115564,5.165625328266135,322.564335470942,98.89802768342626,322.16980482604293,85.88249414041515,2598.283967935872,505.0555864118509,2557.942244195493,427.9757040612377,1063.5989361366894,183.18933674819996,1052.61433986476,153.74649578299855,69.07014028056112,39.673985689129886,78.78884669338677,3.074874312246977,78.93672978587594,2.8512412918569146,21.211153306613227,3.074874312246977,21.063270214124064,2.8512412918569146,142.52907234468935,42.83527762695689,144.17026822665818,39.658863534411125,1808.247134268537,290.1107817572239,1811.159243892532,266.4690569113587,491.3249537352687,82.72429039088522,491.0759327834217,73.57955597305875,4.245489525160209,1.7755039701984543,0.78457502103097,0.0805772923047087,0.4232672013770879,0.0805440459597479,HPDE_2DG_10,,,,,,,,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t2.asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cells.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cyto.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_nuclei.tiff,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t2.asc,,,"(256, 256)",
HPDE_2DG_10_28,28.0,398.79250720461096,272.0391196044327,65.75812536023054,4.704071911948866,65.02967672657374,4.624660741001878,34.241874639769456,4.704071911948866,34.97032327342627,4.624660741001878,311.5945414985591,81.96032769289863,323.85427372688446,74.5762827435587,2416.7116714697404,382.41658860067207,2428.2946700052757,383.8323858560378,1022.5172192325188,142.09598821380752,1048.4933646310594,126.05704776637675,103.14985590778096,69.24067801035532,79.25298097982709,2.0130103788752702,79.09672873746263,1.8489747945207569,20.74701902017291,2.0130103788752702,20.90327126253737,1.8489747945207569,147.95857608069164,31.31459311023308,148.81596678400803,28.11122797717761,1790.9105187319883,202.96761042627384,1787.7777956583689,175.55925476845516,486.7176973650481,58.37219368538891,489.9030311089635,53.83390702008496,3.800261177638872,1.592996320556222,0.7587193619895382,0.1155193416440245,0.432464957409498,0.0616781374488281,HPDE_2DG_10,,,,,,,,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t2.asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cells.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cyto.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_nuclei.tiff,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t2.asc,,,"(256, 256)",
HPDE_2DG_10_29,29.0,354.3630573248408,287.5411164809059,66.71478662420382,5.786074117466412,66.03732177136695,4.639053739789552,33.28521337579618,5.786074117466412,33.96267822863305,4.639053739789552,298.3964506369427,99.60378776198556,317.6818350921183,86.71303171860528,2456.12127388535,442.8976959861523,2480.775482789611,421.3270766056788,1003.8974926603182,177.4297726609393,1041.4660195394752,153.9749310033477,70.84394904458598,42.04196241272911,78.94131050955413,3.059398920126169,79.21459613845809,2.9826038014514062,21.05868949044586,3.059398920126169,20.78540386154192,2.9826038014514062,159.44153089171976,39.912374491433454,159.70523135536075,38.88871599189429,1950.7750000000003,278.3334127270505,1955.9650384356037,265.7995527435881,531.9819210547493,81.00893079507965,528.727458624928,78.31327255181522,4.780892503832873,1.9989095817816849,0.7969906098906904,0.1018742896473426,0.4226078642051202,0.0771496517336322,HPDE_2DG_10,,,,,,,,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t2.asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cells.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cyto.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_nuclei.tiff,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t2.asc,,,"(256, 256)",
HPDE_2DG_10_30,30.0,286.5080971659919,262.19341636711204,66.74270890688258,7.815171042020387,68.56469191648709,6.879512298936245,33.25729109311741,7.815171042020387,31.43530808351291,6.879512298936245,298.3297771255061,106.61645867389883,312.62228505387355,84.71119232275427,2399.326882591093,477.9448135858382,2355.308703076977,378.795875798399,983.0913449411815,199.43092694798185,947.3549652810618,165.13418630846928,71.62753036437248,49.102171130107614,79.70832530364373,3.026320292925366,79.78156121693421,2.8152680538419905,20.291674696356274,3.026320292925366,20.218438783065796,2.8152680538419905,134.799274291498,41.531552517393166,132.2442327973095,38.91477442968092,1889.2613765182184,273.9628631555536,1881.4531587723263,251.66325749595453,487.6977778742448,90.17313992531416,483.2537588927503,83.66888295024025,3.718023040718303,1.5106467783561417,0.7648490031796844,0.0805093996677119,0.4175708584764614,0.0991589245634329,HPDE_2DG_10,,,,,,,,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t2.asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cells.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cyto.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_nuclei.tiff,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t2.asc,,,"(256, 256)",
HPDE_2DG_10_31,31.0,239.6081300813008,144.89430158943026,67.67057040650407,5.668812913092524,67.5491193065914,5.3868923033728855,32.32942959349593,5.668812913092524,32.45088069340862,5.3868923033728855,308.2322305691057,102.43425944067424,307.75554506952403,92.351777074604,2312.787024390244,509.22443737152776,2294.6837519255696,467.2004695257949,941.5065367896524,182.2896417812545,938.4716823322832,158.47106587263332,67.50569105691056,36.52253408605646,79.035218699187,2.8498822309699583,79.24079891367184,2.7204290733500063,20.96478130081301,2.8498822309699583,20.75920108632816,2.7204290733500063,149.4920024390244,38.367085833427645,149.7616120796801,34.1342027469374,1815.5703414634147,267.32749262812973,1828.9521878311973,247.4160474355677,494.3996769798308,70.96259702133511,494.1651410085691,62.57004292028705,3.615899563697869,1.439425337326696,0.7604221052990716,0.0817347163071068,0.4093121560341844,0.0725803819160176,HPDE_2DG_10,,,,,,,,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t2.asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cells.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cyto.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_nuclei.tiff,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t2.asc,,,"(256, 256)",
HPDE_2DG_10_32,32.0,233.3731707317073,152.1388158235444,66.6956287804878,6.723604464995563,66.97441062362174,5.944905280791244,33.30437121951219,6.723604464995563,33.02558937637825,5.944905280791245,291.67046146341465,109.24725581707015,294.3349759988713,102.31080570784631,2416.590097560976,540.298213653408,2380.0811980184567,497.026292932413,978.9661797137408,184.41663278221972,966.1546404307488,168.892929141824,61.29268292682927,43.37383942493955,78.44910853658537,3.503999380519812,78.30408862713888,3.242270967074885,21.550891463414636,3.503999380519812,21.69591137286112,3.242270967074885,137.8522851219512,48.04349059122444,138.5299821050537,46.96647934413524,1756.4741463414634,288.62402794922866,1745.451802626343,283.69094012274246,481.8235235163122,92.57666883619616,482.91107572191606,90.79432210873608,3.946857729094127,1.5987441862554352,0.7763835143990366,0.0770502673826667,0.4257857015867862,0.0900503630619218,HPDE_2DG_10,,,,,,,,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t2.asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cells.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cyto.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_nuclei.tiff,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t2.asc,,,"(256, 256)",
HPDE_2DG_10_33,33.0,268.43307086614175,173.4549382382387,67.70047401574804,6.103974179490912,67.80836445982811,5.412017839904513,32.29952598425197,6.103974179490912,32.19163554017189,5.412017839904514,308.2923846456693,112.2040494911193,319.3281308263178,98.96959147990462,2403.638149606299,537.1212664196762,2409.288069138482,481.2703940371096,967.6754408439452,175.75953375150607,976.6253821251688,146.44050534022335,63.3267716535433,57.32899521819117,77.68212677165353,10.279272765396636,78.2309548088281,6.232339176137914,20.74307007874016,3.999455309140656,21.277904376748523,3.2969810483708044,133.8171023622047,41.64430054904616,137.62168792042277,34.854810397695346,1747.1445669291338,316.4507960751931,1771.299623873174,240.9578878162441,470.36414749550704,93.45399631412884,483.81183670065656,74.66005681298567,4.73966003609515,2.4958381166711807,0.7864077927795221,0.1236033379387307,0.4102493439105634,0.0822000163688305,HPDE_2DG_10,,,,,,,,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t2.asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cells.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cyto.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_nuclei.tiff,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t2.asc,,,"(256, 256)",
HPDE_2DG_10_34,34.0,260.5826923076923,176.21162126736863,66.62448384615385,5.79211840388503,66.28764073193952,4.692070793467453,33.37551615384616,5.792118403885031,33.71235926806049,4.692070793467453,296.1516807692307,100.20113411490571,299.0848974841885,86.57904314236126,2356.010346153846,509.1820330905126,2363.216070345306,428.33138702752046,967.7967687092774,170.87168564129206,984.6487399514964,151.06793509399327,67.76153846153846,54.84058068566405,79.74522115384616,7.546504294466324,80.22688199001023,5.786734628337506,19.48554807692308,3.2551701018291586,19.35309303553184,2.8138560745065737,122.27677480769232,44.39001964459987,125.75192687592236,38.08385981901425,1781.683442307692,308.22866741873224,1817.1766854921104,267.8525031595917,446.3804889525396,100.81974327424253,452.6435308280467,85.43979837383647,4.321236150083599,1.732288990640656,0.7884566978907358,0.0798373257815123,0.4155277568975979,0.0724414252095429,HPDE_2DG_10,,,,,,,,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t2.asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cells.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cyto.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_nuclei.tiff,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t2.asc,,,"(256, 256)",
HPDE_2DG_10_35,35.0,261.4513888888889,180.1822057434904,67.89393935185184,6.850165839174419,67.8981582715787,5.736109573292803,32.10606064814815,6.850165839174419,32.10184172842129,5.7361095732928025,314.1246921296297,121.39754304993288,313.72299666215133,106.42755829516032,2461.9548611111118,536.5068950365315,2407.8087430387704,463.4635500720467,981.9346955613656,172.36281785787625,969.5546553142162,147.2157762572483,55.09953703703704,43.63126002807525,78.29830486111112,9.792682243297492,78.78291505272443,7.710283843541386,20.31280625,3.9193380538733376,20.39786047977146,3.408520456921201,138.87182106481484,56.01242421645254,138.4385294878797,55.03445420370122,1844.9788425925929,461.3020691929703,1827.2383892786625,441.0721222498827,486.6825958182144,133.27634074889795,481.68315635836086,124.12851138891494,5.008947605275416,2.0967467017532035,0.8107045389682946,0.081418253722355,0.4021931963580401,0.0821922411317097,HPDE_2DG_10,,,,,,,,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10f_t2.asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cells.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_cyto.tiff,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_mask_nuclei.tiff,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a1[%].asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_a2[%].asc,,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_photons.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t1.asc,C:\Users\econtrerasguzman\Desktop\development\flim_tools\examples\example_data\redox_ratio\HPDE_2DG_10n_t2.asc,,,"(256, 256)",
